18,16,16,16,15,15,12,10,8,8,8,8,19,19,18,18,18,16,16,16,15,15,15,12,12,15,10,12,12,15,15,15,16,16,16,18,16,16,15,15,15,12,12,12,12,12,15,15,16,16,16,18,18,18,19,19,21,21,22,22,23,23,25,27,27,27,28,28,21,21,21,19,19,18,18,23,22,22,22,21,21,21,19,19,18,18,16,16,15,15,15,16,16,16,16,15,15,15,16,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,25,16,18,18,19,19,19,21,21,21,22,22,23,23,25,25,16
18,18,18,16,16,15,15,12,10,10,8,8,19,18,18,16,16,16,15,15,15,15,12,10,10,12,8,10,10,12,12,15,15,15,16,18,18,16,16,16,15,15,12,12,15,15,15,16,16,16,18,18,19,19,19,21,21,22,22,23,23,25,25,27,27,28,28,28,22,21,21,21,19,19,19,23,23,23,22,22,21,21,21,19,19,18,18,16,16,16,16,16,16,15,15,15,12,15,15,15,16,16,16,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,18,19,19,19,21,21,21,22,22,22,23,23,25,25,25,18
25,25,25,23,23,22,22,21,21,19,19,19,8,8,10,10,12,12,15,15,15,15,16,16,18,18,18,18,19,19,21,21,21,22,22,25,25,23,23,23,22,22,21,21,22,22,22,23,23,23,23,25,25,25,27,27,27,28,28,29,29,29,30,30,30,30,30,30,28,27,27,27,27,25,25,29,29,28,28,28,27,27,27,27,25,25,23,23,23,22,22,21,21,21,21,19,19,19,19,21,21,21,22,22,22,23,23,23,25,25,25,27,27,27,27,28,28,28,25,25,25,27,27,27,27,28,28,28,28,29,29,29,30,23
25,23,23,23,22,22,21,21,19,19,19,18,8,8,8,10,10,10,12,12,15,15,15,16,16,18,18,18,18,19,19,21,21,21,22,25,23,23,23,22,22,21,21,21,21,22,22,22,22,23,23,23,25,25,25,27,27,27,28,28,29,29,29,30,30,30,30,30,28,27,27,27,25,25,25,29,28,28,28,27,27,27,27,25,25,23,23,23,22,22,21,21,21,19,19,18,18,18,19,19,21,21,21,22,22,22,23,23,23,25,25,25,27,27,27,27,28,28,23,25,25,25,25,27,27,27,27,28,28,28,29,29,29,23
23,23,23,22,22,22,21,19,19,19,18,18,10,8,8,8,8,10,10,12,12,15,15,15,16,16,16,18,18,18,19,19,19,21,21,23,23,23,22,22,21,21,21,21,21,21,21,22,22,22,23,23,25,25,25,25,27,27,28,28,28,29,29,30,30,30,30,30,27,27,27,25,25,25,23,28,28,28,27,27,27,27,25,25,25,23,22,22,22,22,21,21,19,19,19,18,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,27,27,27,27,28,23,23,25,25,25,27,27,27,27,28,28,28,28,29,29,22
23,23,22,22,22,21,21,19,19,18,18,16,10,10,8,8,8,8,10,10,12,12,15,15,15,16,16,16,18,18,19,19,19,21,21,23,23,22,22,21,21,21,19,19,21,21,21,21,22,22,22,23,23,25,25,25,27,27,27,28,28,28,29,29,30,30,30,30,27,27,25,25,25,25,23,28,28,27,27,27,27,25,25,25,23,23,22,22,22,21,21,19,19,19,19,18,16,18,18,19,19,19,19,21,21,22,22,22,23,23,25,25,25,25,27,27,27,28,23,23,23,25,25,25,27,27,27,27,28,28,28,29,29,22
23,22,22,22,21,21,19,19,18,18,18,16,12,10,8,8,8,8,8,10,10,12,12,15,15,16,16,16,16,18,18,19,19,19,21,23,22,22,22,21,21,19,19,19,19,21,21,21,21,22,22,23,23,23,25,25,25,27,27,27,28,28,29,29,29,30,30,30,27,25,25,25,25,23,23,28,28,27,27,27,25,25,25,25,23,22,22,22,21,21,19,19,19,18,18,16,16,18,18,18,19,19,19,21,21,21,22,22,22,23,23,25,25,25,25,27,27,27,22,23,23,25,25,25,25,27,27,27,27,28,28,28,29,22
23,22,22,22,21,21,19,18,18,18,16,16,12,10,10,8,8,8,8,10,10,10,12,15,15,16,15,16,16,18,18,18,19,19,19,23,22,22,21,21,21,19,19,19,19,19,21,21,21,21,22,22,23,23,23,25,25,25,27,27,28,28,29,29,29,30,30,30,27,25,25,25,23,23,23,28,27,27,27,25,25,25,25,23,23,22,22,21,21,21,19,19,18,18,18,16,16,16,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,27,22,23,23,23,25,25,25,25,27,27,27,28,28,28,29,22
22,22,22,21,21,19,19,18,18,16,16,15,15,12,10,10,8,8,8,8,8,10,10,12,15,15,15,15,16,16,18,18,18,19,19,22,22,21,21,19,19,19,18,18,19,19,19,21,21,21,21,22,22,23,23,23,25,25,27,27,27,28,28,29,29,29,30,30,25,25,25,23,23,23,22,27,27,27,25,25,25,25,23,23,22,22,21,21,21,19,19,18,18,18,18,16,16,16,16,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,22,22,22,23,23,25,25,25,25,27,27,27,28,28,28,21
22,22,21,21,19,19,19,18,16,16,16,15,15,12,12,10,10,10,8,8,8,8,10,12,12,15,15,15,15,16,16,18,18,18,19,22,22,21,21,19,19,18,18,18,19,19,19,19,19,21,21,22,22,22,23,23,25,25,25,27,27,27,28,29,29,29,29,30,25,25,23,23,23,22,22,27,27,27,25,25,25,23,23,23,22,22,21,21,19,19,18,18,18,16,16,16,15,16,16,16,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,27,21,22,22,23,23,23,25,25,25,25,27,27,27,28,28,21
22,21,21,19,19,19,18,16,16,16,15,15,15,15,12,12,10,10,8,8,8,8,8,10,12,15,12,15,15,16,16,16,18,18,18,22,21,21,19,19,19,18,18,18,18,18,18,19,19,19,21,21,22,22,22,23,23,25,25,25,27,27,28,29,29,29,29,30,25,23,23,23,22,22,22,27,27,25,25,25,23,23,23,22,22,21,21,19,19,19,18,18,16,16,16,15,15,15,16,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,25,21,22,22,22,23,23,23,25,25,25,25,27,27,28,28,21
21,21,21,19,19,18,18,16,16,15,15,15,15,15,15,12,12,10,10,8,8,8,8,10,10,12,12,15,15,15,16,16,16,18,18,21,21,19,19,19,18,18,18,18,18,18,18,19,19,19,21,21,21,22,22,23,23,25,25,25,27,27,28,28,29,29,29,29,25,23,23,23,22,22,21,27,25,25,25,25,23,23,22,22,21,21,19,19,19,18,18,16,16,16,16,15,15,15,15,16,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,21,21,22,22,22,23,23,23,25,25,25,27,27,27,28,19
21,21,19,19,18,18,18,16,15,15,15,12,16,15,15,15,12,12,10,10,8,8,8,8,10,12,10,12,12,15,15,16,16,16,18,21,21,19,19,18,18,18,16,16,18,18,18,18,19,19,19,21,21,21,22,22,23,23,25,25,25,27,27,28,28,29,29,29,23,23,23,22,22,21,21,27,25,25,25,23,23,22,22,22,21,21,19,19,18,18,16,16,16,15,15,15,12,15,15,15,16,16,16,18,18,18,19,19,21,21,21,22,22,22,23,23,23,25,19,21,21,22,22,22,23,23,23,25,25,25,27,27,27,19
19,19,19,18,18,18,16,15,15,15,12,10,16,16,15,15,15,15,12,12,10,10,8,8,8,10,10,10,12,12,15,15,15,16,16,21,19,19,18,18,16,16,16,16,16,16,16,18,18,18,19,19,21,21,21,22,22,23,23,25,25,25,27,28,28,28,29,29,23,22,22,22,21,21,21,25,25,23,23,23,22,22,22,21,21,19,18,18,18,18,16,16,15,15,15,12,10,12,15,15,15,16,16,16,16,18,18,19,19,19,21,21,22,22,22,23,23,25,19,19,21,21,21,22,22,23,23,23,25,25,25,27,27,18
19,19,18,18,18,16,16,15,15,12,12,10,18,16,16,15,15,15,15,12,12,10,10,8,8,8,8,10,10,12,15,15,15,16,16,19,19,18,18,16,16,16,15,15,16,16,16,16,18,18,18,19,19,21,21,21,22,22,23,23,25,25,27,27,28,28,28,29,23,22,22,21,21,21,19,25,25,23,23,22,22,22,21,21,19,19,18,18,18,16,16,15,15,15,15,10,10,10,12,15,15,15,16,16,16,18,18,18,19,19,21,21,21,22,22,22,23,23,19,19,19,21,21,22,22,22,22,23,23,25,25,25,27,18
21,19,19,19,18,18,16,16,15,15,15,12,18,18,16,16,16,16,15,15,15,12,12,10,8,8,10,12,12,15,15,16,16,16,18,21,19,19,19,18,18,16,16,16,16,18,15,16,16,16,18,18,19,19,19,21,21,22,22,23,23,25,25,27,27,28,28,28,22,21,21,21,19,19,19,23,23,22,22,22,21,21,21,19,19,18,18,16,16,16,15,15,12,12,12,8,8,8,10,12,12,15,15,15,16,16,16,18,18,18,19,19,21,21,21,22,22,23,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,18
19,18,18,18,16,16,15,12,12,10,10,8,18,18,16,16,16,15,15,15,12,12,10,10,8,10,8,8,8,10,12,12,15,15,15,19,18,18,16,16,16,15,15,15,15,15,16,16,18,18,18,19,19,19,21,21,22,22,23,23,25,25,27,27,28,28,28,29,22,22,22,21,21,19,19,25,23,23,23,22,22,21,21,21,19,19,18,18,16,16,16,16,15,15,15,12,12,12,15,15,15,16,16,16,18,18,18,19,19,21,21,21,22,22,22,23,23,25,18,19,19,21,21,21,22,22,22,23,23,25,25,25,27,18
19,19,18,18,18,16,16,15,12,12,12,10,18,18,18,16,16,16,15,15,15,15,12,10,10,12,8,8,8,10,10,12,12,15,15,19,19,18,18,16,16,16,15,15,16,16,16,18,18,18,19,19,19,21,21,22,22,23,23,25,25,25,27,28,28,28,29,29,23,22,22,22,21,21,19,25,25,23,23,23,22,22,22,21,21,19,18,18,18,16,18,16,16,15,15,15,12,15,15,15,16,16,16,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,19,19,21,21,21,22,22,22,23,23,25,25,25,27,27,18
19,19,19,18,18,16,16,15,15,12,12,10,19,18,18,18,16,16,16,15,15,15,12,12,10,12,8,8,8,8,10,10,12,12,15,19,19,18,18,18,16,16,15,16,16,16,18,18,18,18,19,19,21,21,21,22,22,23,23,25,25,27,27,28,28,28,29,29,23,22,22,22,21,21,21,25,25,25,23,23,23,22,22,21,21,19,19,18,18,18,18,16,16,16,16,15,15,15,15,16,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,19,21,21,21,22,22,22,23,23,23,25,25,25,27,27,19
21,19,19,19,18,18,16,16,15,15,15,12,19,19,18,18,18,18,16,16,16,15,15,12,12,15,10,10,8,8,8,10,10,12,12,21,19,19,18,18,18,16,16,16,16,18,18,18,19,19,19,21,21,21,22,22,23,23,25,25,27,27,28,28,28,29,29,29,23,23,23,22,22,22,21,27,25,25,25,23,23,23,22,22,21,21,19,19,19,18,18,18,18,16,16,15,15,15,16,16,18,18,18,18,19,19,21,21,21,22,22,23,23,23,25,25,25,27,21,21,21,22,22,23,23,23,23,25,25,25,27,27,27,19
21,21,19,19,19,18,18,16,16,15,15,12,21,19,19,19,18,18,18,16,16,16,15,15,15,15,12,10,10,8,8,8,8,10,12,21,21,19,19,18,18,18,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,25,25,25,27,27,28,29,29,29,29,30,25,23,23,23,22,22,22,27,27,25,25,25,23,23,23,22,22,21,21,19,19,19,19,18,18,18,18,16,16,16,16,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,21,21,22,22,23,23,23,25,25,25,25,27,27,28,28,21
21,21,21,19,19,19,18,16,16,16,15,15,21,21,19,19,19,18,18,18,16,16,16,15,15,16,12,12,10,10,8,8,8,10,10,22,21,21,19,19,18,18,18,18,18,18,19,19,19,21,21,22,22,22,23,23,25,25,25,27,27,27,28,29,29,29,29,30,25,25,23,23,23,22,22,27,27,27,25,25,25,23,23,23,22,22,21,21,19,19,19,19,18,18,18,16,16,16,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,27,21,22,22,23,23,23,25,25,25,25,27,27,27,28,28,21
22,21,21,21,19,19,18,18,16,16,16,15,21,21,19,19,19,19,18,18,18,16,16,15,15,16,15,12,12,10,8,8,8,8,10,22,21,21,19,19,19,18,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,27,27,27,28,28,29,29,29,30,30,25,25,25,23,23,23,22,27,27,27,25,25,25,25,23,23,22,22,21,21,21,19,19,19,19,18,18,16,16,16,18,18,19,19,19,21,21,21,22,22,22,23,23,25,25,25,25,27,27,27,22,22,22,23,23,25,25,25,25,27,27,27,27,28,28,21
22,22,22,21,21,19,19,18,18,16,16,15,22,21,21,21,19,19,19,18,18,18,16,16,16,16,15,15,12,12,10,10,8,8,8,22,22,21,21,19,19,19,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,27,27,28,28,29,29,29,30,30,30,27,25,25,25,23,23,23,28,27,27,27,25,25,25,25,23,23,22,22,21,21,21,21,19,19,19,19,18,18,18,18,19,19,19,21,21,21,22,22,22,23,23,25,25,25,25,27,27,27,28,22,23,23,23,25,25,25,25,27,27,27,27,28,28,29,22
23,22,22,21,21,21,19,18,18,18,16,16,22,22,21,21,21,19,19,19,18,18,18,16,16,18,15,15,15,12,12,10,10,8,8,23,22,22,21,21,21,19,19,19,19,19,21,21,22,22,22,23,23,23,25,25,25,27,27,28,28,28,29,29,30,30,30,30,27,25,25,25,25,23,23,28,28,27,27,27,25,25,25,25,23,23,22,22,21,21,21,21,19,19,19,18,18,18,19,19,19,21,21,21,22,22,22,23,23,25,25,25,25,27,27,27,27,28,22,23,23,25,25,25,25,27,27,27,27,28,28,29,29,22
21,21,19,19,18,18,18,16,16,16,18,18,25,25,23,23,23,23,22,22,22,21,21,21,19,21,19,19,19,21,21,22,22,22,23,8,8,10,12,12,15,15,15,16,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,27,27,28,28,29,29,29,29,25,23,23,22,22,22,21,27,25,25,25,23,23,23,22,22,21,21,19,19,19,18,19,19,19,21,21,21,21,22,22,22,23,23,23,25,25,25,25,27,27,27,28,28,28,28,29,29,29,29,21,21,22,22,22,23,23,23,25,25,25,27,27,27,28,19
19,19,19,18,18,18,16,15,16,16,16,18,25,23,23,23,22,22,22,22,21,21,21,19,19,19,18,19,19,19,21,21,21,22,22,8,8,8,10,12,12,15,15,16,16,16,18,18,18,19,19,21,21,21,22,22,23,23,25,25,25,27,27,28,28,29,29,29,23,23,22,22,22,21,21,25,25,25,23,23,23,22,22,22,21,19,19,19,18,18,18,19,19,19,19,21,21,21,22,22,22,23,23,23,23,25,25,25,27,27,27,28,28,28,28,29,29,29,19,21,21,22,22,22,23,23,23,25,25,25,25,27,27,19
19,19,18,18,18,16,16,15,15,16,16,16,23,23,23,22,22,22,21,21,21,19,19,19,18,19,18,18,18,19,19,21,21,21,22,10,8,8,8,10,10,12,12,15,16,16,16,18,18,18,19,19,19,21,21,22,22,23,23,25,25,25,27,28,28,28,29,29,23,22,22,22,21,21,19,25,25,23,23,23,22,22,22,21,21,19,18,18,18,16,18,18,18,19,19,21,19,21,21,21,22,22,22,23,23,23,25,25,25,27,27,27,27,28,28,28,28,29,19,19,21,21,21,22,22,22,23,23,25,25,25,27,27,18
19,18,18,16,16,16,15,12,15,15,15,16,23,23,22,22,22,21,21,21,19,19,19,18,18,19,16,18,18,18,19,19,19,21,21,12,10,8,8,8,10,10,12,15,15,15,16,16,16,18,18,19,19,19,21,21,22,22,23,23,25,25,27,27,28,28,28,29,22,22,21,21,21,19,19,25,23,23,23,22,22,21,21,21,19,19,18,18,16,16,16,18,18,18,18,19,19,19,21,21,21,22,22,22,23,23,23,25,25,25,27,27,27,27,28,28,28,29,18,19,19,21,21,21,22,22,22,23,23,23,25,25,27,18
18,18,16,16,16,15,15,12,12,15,15,16,23,22,22,21,21,21,19,19,19,19,18,18,16,18,16,16,18,18,18,19,19,19,21,12,12,10,8,8,8,10,10,12,15,15,15,16,16,16,18,18,19,19,19,21,21,22,22,23,23,25,25,27,27,28,28,28,22,21,21,21,19,19,19,23,23,22,22,22,21,21,21,19,19,18,18,16,16,16,16,16,18,18,18,19,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,27,27,27,27,28,28,28,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,16
18,16,16,16,15,15,12,10,12,12,15,15,22,22,21,21,21,21,19,19,19,18,18,16,16,18,16,16,16,18,18,18,19,19,21,15,12,10,10,8,8,8,10,12,12,15,15,15,16,16,16,18,18,19,19,19,21,21,22,22,23,23,25,27,27,27,28,28,22,21,21,19,19,19,18,23,23,22,22,21,21,21,19,19,18,18,16,16,16,15,15,16,16,18,18,18,18,18,19,19,21,21,21,21,22,22,23,23,23,25,25,25,27,27,27,27,28,28,18,18,18,19,19,21,21,21,22,22,22,23,23,25,25,16
16,16,16,15,15,15,12,10,10,12,12,15,22,21,21,21,19,19,19,18,18,18,18,16,16,16,15,16,16,16,18,18,18,19,19,15,15,12,10,10,8,8,8,10,12,12,15,15,15,16,16,16,18,18,18,19,21,21,22,22,23,23,25,25,27,27,27,28,21,21,19,19,19,18,18,23,22,22,21,21,21,19,19,19,18,16,16,16,15,15,15,15,16,16,16,18,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,27,27,28,16,18,18,18,19,19,21,21,21,22,22,22,23,23,25,16
16,16,15,15,15,12,10,8,10,10,12,12,21,21,21,19,19,19,18,18,18,18,16,16,15,16,15,15,15,16,16,18,18,18,19,15,15,12,12,10,10,8,8,10,10,12,12,15,15,15,16,16,16,18,18,19,19,21,21,22,22,23,25,25,25,27,27,27,21,19,19,19,18,18,16,22,22,21,21,21,19,19,19,18,18,16,15,15,15,12,15,15,15,16,16,18,16,18,18,18,19,19,19,21,21,21,22,22,23,23,25,25,25,25,25,27,27,27,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,15
16,16,15,15,15,12,10,8,10,10,12,12,21,21,21,19,19,19,18,18,18,18,16,16,15,16,15,15,16,16,16,18,18,18,19,16,16,15,15,12,12,10,10,8,8,8,10,12,12,12,15,15,16,16,16,18,18,19,19,21,21,22,23,25,25,25,25,27,19,18,18,18,16,16,16,22,21,21,19,19,19,18,18,16,16,15,15,12,12,10,12,12,15,15,15,16,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,25,25,25,25,27,27,27,15,16,16,16,18,18,18,19,19,19,21,21,22,22,23,15
16,16,16,15,15,15,12,10,10,12,12,15,22,21,21,21,19,19,19,19,18,18,18,16,16,16,15,16,16,16,18,18,18,19,19,18,16,16,15,15,12,12,10,8,8,8,8,10,10,12,12,15,15,16,16,16,18,18,19,19,21,21,22,23,25,25,25,27,19,18,18,16,16,16,15,21,21,19,19,18,18,18,16,16,15,15,12,12,10,10,10,12,12,15,15,15,16,16,16,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,15,15,15,16,16,18,18,18,19,19,19,21,21,22,22,12
18,16,16,16,15,15,12,10,12,12,12,15,22,22,21,21,21,19,19,19,18,18,18,16,16,18,15,16,16,18,18,18,19,19,19,18,16,16,15,15,15,12,12,8,8,8,8,10,10,10,12,15,15,15,16,16,18,18,19,19,21,21,22,23,23,25,25,25,18,18,18,16,16,15,15,21,19,19,19,18,18,18,16,16,15,15,12,10,10,8,10,10,12,12,12,15,15,16,16,16,18,18,18,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,12,15,15,16,16,16,18,18,18,19,19,21,21,22,22,12
18,18,16,16,16,15,15,12,12,15,15,15,22,22,21,21,21,21,19,19,18,18,18,16,16,15,16,16,18,18,18,19,19,19,21,18,18,16,16,15,15,15,12,10,8,8,8,8,10,10,12,12,15,15,15,16,16,18,18,19,19,21,22,23,23,23,25,25,18,16,16,16,15,15,15,19,19,19,18,18,16,16,16,15,15,12,10,10,8,10,8,10,10,12,12,15,15,15,16,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,25,12,15,15,15,16,16,16,18,18,18,19,19,21,21,22,10
18,18,18,16,16,16,15,12,15,15,15,16,23,22,22,21,21,21,21,19,19,19,18,18,16,16,16,18,18,18,19,19,19,21,21,19,18,18,16,16,15,15,15,12,10,10,8,8,8,8,10,12,12,15,15,15,16,16,18,18,19,19,21,22,22,23,23,25,18,18,18,16,16,15,15,21,19,19,19,18,18,18,16,16,15,15,12,10,10,10,10,10,12,12,12,15,15,16,16,16,18,18,18,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,10,12,12,15,15,16,16,16,18,18,18,19,19,21,21,10
19,18,18,18,16,16,15,15,15,15,16,16,23,22,22,22,21,21,21,19,19,19,19,18,18,16,18,18,18,19,19,19,21,21,22,19,18,18,16,16,16,15,15,12,10,10,10,8,8,8,8,10,12,12,15,15,16,16,18,18,19,19,21,22,22,23,23,25,19,18,18,16,16,16,15,21,21,19,19,18,18,18,16,16,15,15,12,12,10,12,10,12,12,15,15,15,16,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,23,25,25,25,27,27,10,12,12,15,15,15,16,16,16,18,18,18,19,21,21,8
19,19,18,18,18,16,16,15,15,16,16,16,23,23,22,22,22,21,21,21,19,19,19,18,18,16,18,18,18,19,19,21,21,21,22,19,19,18,18,16,16,16,15,12,12,10,10,8,8,8,8,10,10,12,12,15,16,16,18,18,18,19,21,22,22,22,23,23,19,18,18,18,16,16,16,21,21,19,19,19,18,18,18,16,16,15,15,12,12,12,10,12,15,15,15,16,16,16,18,18,18,19,19,19,21,21,21,22,22,23,23,23,25,25,25,25,27,27,10,12,12,15,15,16,16,16,16,18,18,19,19,21,21,8
19,19,19,18,18,18,16,15,16,16,16,18,23,23,23,22,22,22,21,21,21,21,19,19,18,18,18,19,19,19,21,21,21,22,22,21,19,19,18,18,16,16,16,15,12,12,12,10,8,8,8,8,10,10,12,15,15,15,16,18,18,18,19,21,22,22,22,23,19,19,18,18,18,16,16,22,21,21,21,19,19,18,18,18,16,16,15,15,12,15,12,15,15,15,15,16,16,18,18,18,19,19,19,21,21,22,22,22,23,23,25,25,25,25,25,27,27,27,12,15,15,15,16,16,16,18,18,18,19,19,21,21,22,10
21,21,19,19,18,18,16,16,16,16,18,18,25,23,23,23,23,22,22,22,21,21,21,19,19,18,19,19,19,21,21,22,22,22,23,21,21,19,19,18,18,16,16,15,15,15,12,12,10,10,8,8,8,10,10,12,15,15,16,16,18,18,19,21,21,22,22,22,21,19,19,19,18,18,16,22,22,21,21,21,19,19,19,18,18,16,15,15,15,15,15,15,15,16,16,18,18,18,19,19,19,21,21,21,21,22,22,23,23,23,25,25,25,27,27,27,27,28,12,15,15,16,16,16,18,18,18,19,19,21,21,22,22,12
